computer_id,learning_rate,batch_size,epochs,dropout,optimizer_type,run_id,train_losses,val_losses,train_accuracies,val_accuracies,timings,TP,TN,FP,FN,test_acc,epoch
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,3.2073,1.3566,28.2418,26.0776,24.3515,0,0,126,0,30.7527,1
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3495,1.3557,29.5801,26.0776,24.5444,0,0,126,0,30.7527,2
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3467,1.3543,28.934,26.0776,26.0522,0,0,126,0,30.7527,3
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3475,1.3542,29.9031,26.0776,25.2066,0,0,126,0,30.7527,4
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3467,1.3556,27.5958,26.0776,26.1211,0,0,126,0,30.7527,5
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3472,1.3566,29.4416,26.0776,25.4323,0,0,126,0,30.7527,6
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3455,1.3555,28.5648,26.0776,24.8384,0,0,126,0,30.7527,7
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.349,1.3553,29.2109,26.0776,25.5225,0,0,126,0,30.7527,8
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3468,1.3561,28.934,26.0776,25.6527,0,0,126,0,30.7527,9
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3484,1.3553,28.4725,26.0776,25.5398,0,0,126,0,30.7527,10
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3474,1.3555,29.3032,26.0776,23.8361,0,0,126,0,30.7527,11
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3481,1.3556,29.0725,26.0776,24.0214,0,0,126,0,30.7527,12
aff152e4-c4cd-4077-99ac-85b47f15a480,0.005,32,20,0.5,adam,7d5c90a6-1737-484f-9193-ae050eb1660b,1.3472,1.3537,30.503,31.4655,23.8098,0,0,126,0,30.7527,13
