computer_id,learning_rate,batch_size,epochs,dropout,optimizer_type,run_id,train_losses,val_losses,train_accuracies,val_accuracies,timings,TP,TN,FP,FN,test_acc,epoch
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.2064,0.5655,92.5242,82.9741,96.7834,109,109,12,9,86.4516,6
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.1367,0.5954,95.4315,83.1897,97.3481,109,109,12,9,86.4516,7
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0973,0.5292,97.0466,85.9914,97.2001,109,109,12,9,86.4516,8
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0788,0.4941,97.0466,85.5603,96.8922,109,109,12,9,86.4516,9
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0504,0.6203,98.3849,87.2845,97.2913,109,109,12,9,86.4516,10
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0526,0.6183,98.3849,86.4224,97.907,109,109,12,9,86.4516,11
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0536,0.6422,98.3387,84.6983,96.7671,109,109,12,9,86.4516,12
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0449,0.6782,98.8925,85.5603,98.4591,109,109,12,9,86.4516,13
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0216,0.6903,99.5385,87.069,100.9748,109,109,12,9,86.4516,14
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0227,0.7243,99.2155,86.6379,97.8939,109,109,12,9,86.4516,15
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0327,0.9395,99.1232,84.6983,101.064,109,109,12,9,86.4516,16
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0597,0.7282,98.108,85.9914,100.9214,109,109,12,9,86.4516,17
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.049,0.6254,98.8925,87.7155,99.9972,109,109,12,9,86.4516,18
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0253,0.7793,99.4001,85.7759,98.7053,109,109,12,9,86.4516,19
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,adam,35318294-1795-4262-a487-ef56528331b2,0.0275,0.613,99.1232,86.6379,100.2011,109,109,12,9,86.4516,20
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,1.3423,1.2976,32.395,53.8793,93.4841,100,100,16,11,85.1613,1
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,1.2574,1.194,41.9474,47.6293,93.1565,100,100,16,11,85.1613,2
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,1.1222,1.0438,51.7766,58.8362,93.7921,100,100,16,11,85.1613,3
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,1.0319,0.9253,55.8837,62.2845,92.1659,100,100,16,11,85.1613,4
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.9095,0.8251,63.3133,67.4569,93.1087,100,100,16,11,85.1613,5
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.7982,0.8051,68.9894,67.2414,94.014,100,100,16,11,85.1613,6
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.7432,0.7044,70.8814,70.6897,92.3897,100,100,16,11,85.1613,7
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.6575,0.6852,74.8962,72.6293,93.3997,100,100,16,11,85.1613,8
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.6395,0.6947,76.0037,69.3966,93.0834,100,100,16,11,85.1613,9
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.5694,0.5817,77.7573,76.7241,92.8092,100,100,16,11,85.1613,10
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.472,0.598,82.8796,75.6466,91.9051,100,100,16,11,85.1613,11
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.4462,0.5311,83.2026,79.9569,93.1618,100,100,16,11,85.1613,12
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.3957,0.5326,84.6331,79.3103,92.7265,100,100,16,11,85.1613,13
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.3452,0.4791,87.2635,83.1897,93.4196,100,100,16,11,85.1613,14
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.3186,0.4584,88.2326,82.1121,95.4162,100,100,16,11,85.1613,15
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.2752,0.4777,89.94,82.7586,93.7175,100,100,16,11,85.1613,16
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.2189,0.4898,92.0628,83.6207,92.5686,100,100,16,11,85.1613,17
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.1856,0.4419,93.3549,85.5603,93.4953,100,100,16,11,85.1613,18
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.19,0.4798,93.078,85.3448,93.0661,100,100,16,11,85.1613,19
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.5,sgd,74b2f735-63e7-4252-8946-7665278d63e3,0.1563,0.472,95.0162,87.7155,92.9322,100,100,16,11,85.1613,20
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.2,adam,91918fc3-dc20-46fb-a9f5-5fe143043fe5,1.5372,1.0006,41.9012,61.2069,99.0258,110,110,18,13,88.172,1
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.2,adam,91918fc3-dc20-46fb-a9f5-5fe143043fe5,0.8597,0.6872,64.0978,73.9224,97.1276,110,110,18,13,88.172,2
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.2,adam,91918fc3-dc20-46fb-a9f5-5fe143043fe5,0.6251,0.6156,74.7577,75.6466,98.4366,110,110,18,13,88.172,3
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.2,adam,91918fc3-dc20-46fb-a9f5-5fe143043fe5,0.3955,0.5719,84.8639,81.8966,96.5577,110,110,18,13,88.172,4
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.2,adam,91918fc3-dc20-46fb-a9f5-5fe143043fe5,0.2342,0.4778,91.2783,84.9138,97.0937,110,110,18,13,88.172,5
af4ba2e2-306c-49c6-9b75-86e126ba3b3c,0.001,32,20,0.2,adam,91918fc3-dc20-46fb-a9f5-5fe143043fe5,0.1353,0.4532,95.2469,86.6379,96.0497,110,110,18,13,88.172,6
